Open,High,Low,Close,Adj_Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr
205.908218,206.40535,204.875717,206.309753,148.742966,72639156.0,4041577612361.414,2860009792.0,337.68596041029036,94994519.55216973,741.8437838365022,159.3425663490959,10875798.41684651,181.40921962874722,100.0,23793.72145725156,146.06584775,151.7976327214902,143.23856708105987,51.82942444247365,1.544780376121702,1.0,1.0,181.31443386666666,183.57638306666666,179.08226683333334,21.181962562932362,50.688122497334795,1.0,1.0,199.082214,206.40535,202.743782,184.91916692246267,49.97789570835268,67.89917732824102,23.477381070376506,9.67810035606928,8.120469011608783,3.0697916978373225,146.52273808333334,144.86141146153847,146.41418353048894,143.40031897461853,0.9161759210446431,1.2216987593823248,0.5377363960338204,95.96065714963149,29.99679936999979,37.33838843761716,959.912782850412,959.8335127711858,178.82728839799688,203.60898600000002,201.835564,201.59417000000002,197.6147235,100.0,65.00432149895826,26.168971440578932,34.04946051412555,565.0437968845021,201.59417000000002,197.6147235,100.0,100.0,96.0,200.61127968000002,206.40535,1.0,1.0,100.0,1.0,1.0,1.0,100.0,47.82498976111447,4997.789570835269,4997.789570835269,5097.789570835268,31.402176600000004,35.39131032708459,9.840971310298691,8.300682202479742,3.6133573154065974,59.19096963392113,36.06676099547717,36.3102848732992,146.0439676959973,95.97933554936114,26.81216599632892,9411.259049711547
